a3_code,scientific_name,species_family,species_order
KNS,Haliporoides triarthrus,Solenoceridae,NATANTIA
KNT,Cellana testudinaria,Patellidae,GASTROPODA
KNU,Chione stutchburyi,Veneridae,BIVALVIA
KNV,Conus flavidus,Conidae,GASTROPODA
KNW,Centroceras clavulatum,Ceramiaceae,RHODOPHYCEAE
KNX,Chione spp.,Veneridae,BIVALVIA
KNY,Thamnaconus hypargyreus,Monacanthidae,TETRAODONTIFORMES
KNZ,Helotes sexlineatus,TERAPONTIDAE,PERCOIDEI
KOA,Conus radiatus,Conidae,GASTROPODA
KOB,Argyrosomus hololepidotus,Sciaenidae,PERCOIDEI
KOC,Colubraria muricata,Colubrariidae,GASTROPODA
KOD,Konia dikume,Cichlidae,PERCOIDEI
KOE,Conus leopardus,Conidae,GASTROPODA
KOF,Kochichthys flavofasciata,Pinguipedidae,TRACHINOIDEI
KOG,Krobia guianensis,Cichlidae,PERCOIDEI
KOH,Ciona edwardsi,Cionidae,ASCIDIACEA
KOI,Calliostoma laugieri,Trochidae,GASTROPODA
KOJ,Ciona intestinalis,Cionidae,ASCIDIACEA
KOK,Conus coronatus,Conidae,GASTROPODA
KOL,Saccostrea glomerata,Ostreidae,BIVALVIA
KOM,Saccostrea malabonensis,Ostreidae,BIVALVIA
KON,Calliostoma granulatum,Trochidae,GASTROPODA
KOO,Conus marmoreus,Conidae,GASTROPODA
KOP,Colomesus psittacus,Tetraodontidae,TETRAODONTIFORMES
KOQ,Conus tessulatus,Conidae,GASTROPODA
KOR,Contusus richei,Tetraodontidae,TETRAODONTIFORMES
KOS,Scomberomorus koreanus,Scombridae,SCOMBROIDEI
KOT,Calliostoma gualterianum,Trochidae,GASTROPODA
KOU,Saccostrea palmula,Ostreidae,BIVALVIA
KOV,Conus lividus,Conidae,GASTROPODA
KOW,Glyphoperidium bursa,Actiniidae,ANTHOZOA
KOX,Saccostrea mordax,Ostreidae,BIVALVIA
KOY,Stephanolepis diaspros,Monacanthidae,TETRAODONTIFORMES
KOZ,Calliostoma zizyphinum,Trochidae,GASTROPODA
KPA,Parakneria abbreviata,Kneriidae,GONORYNCHIFORMES
KPB,Crepidula gibbosa,Crepidulidae,GASTROPODA
KPC,Carpilius corallinus,Xanthidae,BRACHYURA
KPE,Crepidula goreensis,Crepidulidae,GASTROPODA
KPF,Calappa flammea,Calappidae,BRACHYURA
KPG,Calappa granulata,Calappidae,BRACHYURA
KPH,Calappa hepatica,Calappidae,BRACHYURA
KPI,Crepidula unguiformis,Crepidulidae,GASTROPODA
KPJ,Calyptraea chinensis,Crepidulidae,GASTROPODA
KPK,Calappa calappa,Calappidae,BRACHYURA
KPL,Calappa lophos,Calappidae,BRACHYURA
KPM,Carpilius maculatus,Xanthidae,BRACHYURA
KPN,Calappa nitida,Calappidae,BRACHYURA
KPO,Calappa ocellata,Calappidae,BRACHYURA
KPP,Calappa philargius,Calappidae,BRACHYURA
KPQ,Acanthopleura granulata,Chitonidae,POLYPLACOPHORA
KPR,Capulus ungaricus,Capulidae,GASTROPODA
KPS,Calappa sulcata,Calappidae,BRACHYURA
KPT,Chaetopleura apiculata,Chaetopleuridae,POLYPLACOPHORA
KPU,Calappa saussurei,Calappidae,BRACHYURA
KPV,Calappa convexa,Calappidae,BRACHYURA
KPW,Feresa attenuata,Delphinidae,ODONTOCETI
KPX,Carpilius convexus,Xanthidae,BRACHYURA
KPY,Aptenodytes patagonicus,Spheniscidae,SPHENISCIFORMES
KPZ,Acanthodoris pilosa,ONCHIDORIDIDAE,NUDIBRANCHIA
KQB,Caulerpa brachypus,Caulerpaceae,CHLOROPHYCEAE
KQC,Caulerpa cupressoides,Caulerpaceae,CHLOROPHYCEAE
KQE,Caulerpa lentillifera,Caulerpaceae,CHLOROPHYCEAE
KQF,Acropora palifera,Acroporidae,ANTHOZOA
KQH,Acropora humilis,Acroporidae,ANTHOZOA
KQL,Acanella spp.,Isididae,ANTHOZOA
KQM,Acropora formosa,Acroporidae,ANTHOZOA
KQN,Actinia equina,Actiniidae,ANTHOZOA
KQO,Acropora florida,Acroporidae,ANTHOZOA
KQP,Caulerpa prolifera,Caulerpaceae,CHLOROPHYCEAE
KQR,Caulerpa racemosa,Caulerpaceae,CHLOROPHYCEAE
KQS,Caulerpa serrulata,Caulerpaceae,CHLOROPHYCEAE
KQT,Caulerpa sertularioides,Caulerpaceae,CHLOROPHYCEAE
KQU,Cantharus undosus,Buccinidae,GASTROPODA
KQW,Leporinus klausewitzi,ANOSTOMIDAE,CHARACIFORMES
KQX,Caulerpa taxifolia,Caulerpaceae,CHLOROPHYCEAE
KQY,Acropora hyacinthus,Acroporidae,ANTHOZOA
KRA,Krefftichthys anderssoni,Myctophidae,MYCTOPHIFORMES
KRB,Kraemeria bryani,Kraemeriidae,GOBIOIDEI
KRC,Euphausia crystallorophias,Euphausiidae,EUPHAUSIACEA
KRD,Kronoheros umbriferus,CICHLIDAE,PERCOIDEI
KRE,Chirostoma estor,Atherinidae,ATHERINIFORMES
KRF,Euphausia frigida,Euphausiidae,EUPHAUSIACEA
KRG,Chirostoma grandocule,Atherinidae,ATHERINIFORMES
KRH,Cirrhipathes spp.,Antipathidae,ANTHOZOA
KRI,Euphausia superba,Euphausiidae,EUPHAUSIACEA
KRJ,Charonia rubicunda,Ranellidae,GASTROPODA
KRK,Kribia kribensis,Eleotridae,GOBIOIDEI
KRL,Crassostrea columbiensis,Ostreidae,BIVALVIA
KRM,Thysanoessa macrura,Euphausiidae,EUPHAUSIACEA
KRN,Charonia tritonis,Ranellidae,GASTROPODA
KRO,Karumba ornatissimus,Aploactinidae,SCORPAENIFORMES
KRQ,Corallina elongata,Corallinaceae,RHODOPHYCEAE
KRR,Parkraemeria ornata,Gobiidae,GOBIOIDEI
KRS,Crucibulum scutellatum,Crepidulidae,GASTROPODA
KRT,Euphausia triacantha,Euphausiidae,EUPHAUSIACEA
KRU,Krusensterniella maculata,Zoarcidae,ZOARCOIDEI
KRV,Euphausia vallentini,Euphausiidae,EUPHAUSIACEA
KRW,Chirostoma spp.,Atherinidae,ATHERINIFORMES
KRX,Euphausia spp.,Euphausiidae,EUPHAUSIACEA
KRY,Keratoisis ornata,Isididae,ANTHOZOA
KRZ,Fissidentalium aegeum,Dentaliidae,SCAPHOPODA
KSA,Leporinus subniger,ANOSTOMIDAE,CHARACIFORMES
KSB,Chicoreus brevifrons,Muricidae,GASTROPODA
KSC,Cassis cornuta,Cassidae,GASTROPODA
KSD,Cassis madagascariensis,Cassidae,GASTROPODA
KSE,Thamnaconus septentrionalis,Monacanthidae,TETRAODONTIFORMES
KSF,Cassis flammea,Cassidae,GASTROPODA
KSG,Leporinus wolfei,ANOSTOMIDAE,CHARACIFORMES
KSH,Doris kerguelenensis,Dorididae,GASTROPODA
KSI,Hemanthias signifer,SERRANIDAE,PERCOIDEI
KSJ,Hemiancistrus landoni,LORICARIIDAE,SILURIFORMES
KSL,Adamsia palliata,HORMATHIIDAE,ANTHOZOA
KSM,Macrocallista maculata,Veneridae,BIVALVIA
KSN,Macrocallista nimbosa,Veneridae,BIVALVIA
KSP,Echinocardium cordatum,LOVENIIDAE,ECHINOIDEA
KSR,Kuronezumia leonis,Macrouridae,GADIFORMES
KSS,Cassis tessellata,Cassidae,GASTROPODA
KST,Cassis tuberosa,Cassidae,GASTROPODA
KSU,Chelidonichthys queketti,Triglidae,SCORPAENIFORMES
KSV,Paraplagusia bilineata,Cynoglossidae,PLEURONECTIFORMES
KSW,Parexocoetus mento,Exocoetidae,BELONIFORMES
KSX,Cassis spp.,Cassidae,GASTROPODA
KSY,Synapturichthys kleinii,Soleidae,PLEURONECTIFORMES
KSZ,Leptochiton kerguelensis,Leptochitonidae,POLYPLACOPHORA
KTA,Phalacronotus apogon,Siluridae,SILURIFORMES
KTB,Kryptopterus bicirrhis,Siluridae,SILURIFORMES
KTC,Kryptopterus cryptopterus,Siluridae,SILURIFORMES
KTD,Phalacronotus micronemus,Siluridae,SILURIFORMES
KTE,Pecten sericeus,Pectinidae,BIVALVIA
KTF,Carditamera floridana,Carditidae,BIVALVIA
KTG,Cerastoderma glaucum,Cardiidae,BIVALVIA
KTH,Katelysia hiantina,Veneridae,BIVALVIA
KTI,Cistopus indicus,Octopodidae,CEPHALOPODA
KTJ,Pecten albicans,Pectinidae,BIVALVIA
KTK,Phalacronotus bleekeri,Siluridae,SILURIFORMES
KTL,Xeneretmus latifrons,Agonidae,SCORPAENIFORMES
KTM,Kryptopterus macrocephalus,Siluridae,SILURIFORMES
KTN,Pecten sinensis,Pectinidae,BIVALVIA
KTO,Pecten modestus,Pectinidae,BIVALVIA
KTP,Chiroteuthis picteti,Chiroteuthidae,CEPHALOPODA
KTQ,Cerithium alucastrum,Cerithiidae,GASTROPODA
KTR,Acesta rathbuni,Limidae,BIVALVIA
KTS,Acanthocardia spinosa,Cardiidae,BIVALVIA
KTT,Acanthocardia tuberculata,Cardiidae,BIVALVIA
KTU,Acanthocardia paucicostata,Cardiidae,BIVALVIA
KTV,Chiroteuthis veranyi,Chiroteuthidae,CEPHALOPODA
KTX,Ctenoides scabra,Limidae,BIVALVIA
KTY,Ketengus typus,Ariidae,SILURIFORMES
KTZ,Pecten spp.,Pectinidae,BIVALVIA
KUA,Kiunga ballochi,Pseudomugilidae,ATHERINIFORMES
KUB,Kuronezumia bubonis,Macrouridae,GADIFORMES
KUC,Kumba calvifrons,Macrouridae,GADIFORMES
KUD,Kumococius rodericensis,Platycephalidae,SCORPAENIFORMES
KUE,Actinopyga echinites,Holothuriidae,HOLOTHUROIDEA
KUF,Kuiterichthys furcipilis,Antennariidae,LOPHIIFORMES
KUG,Chelidonichthys kumu,Triglidae,SCORPAENIFORMES
KUH,Bohadschia marmorata,Holothuriidae,HOLOTHUROIDEA
KUI,Cittarium pica,Trochidae,GASTROPODA
KUJ,Conus regius,Conidae,GASTROPODA
KUK,Arcuatula arcuatula,Mytilidae,BIVALVIA
KUL,Kurtus gulliveri,Kurtidae,OTHER PERCIFORMES
KUM,Conus mus,Conidae,GASTROPODA
KUN,Stichopus horrens,Stichopodidae,HOLOTHUROIDEA
KUO,Conraua goliath,Ranidae,ANURA
KUP,Penaeus japonicus,Penaeidae,NATANTIA
KUQ,Actinopyga miliaris,Holothuriidae,HOLOTHUROIDEA
KUR,Misgurnus anguillicaudatus,Cobitidae,CYPRINIFORMES
KUS,Kimblaeus bassensis,Syngnathidae,SYNGNATHIFORMES
KUT,Solecurtus divaricatus,Solecurtidae,BIVALVIA
KUU,Kaupus costatus,Syngnathidae,SYNGNATHIFORMES
KUV,Kuhlia sandvicensis,Kuhliidae,PERCOIDEI
KUW,Bohadschia argus,Holothuriidae,HOLOTHUROIDEA
KUX,Conus textile,Conidae,GASTROPODA
KUY,Actinopyga mauritiana,Holothuriidae,HOLOTHUROIDEA
KUZ,Leiarius spp.,PIMELODIDAE,SILURIFORMES
KVA,Labrisomus nuchipinnis,Labrisomidae,OTHER PERCIFORMES
KVD,Hemichromis elongatus,CICHLIDAE,PERCOIDEI
KVF,Kophobelemnon stelliferum,Kophobelemnidae,ANTHOZOA
KVI,Ceramium tenuicorne,CERAMIACEAE,RHODOPHYTA
KVP,Mimoblennius cirrosus,Blenniidae,OTHER PERCIFORMES
KVQ,Minous dempsterae,Synanceiidae,SCORPAENIFORMES
KVR,Minous monodactylus,Synanceiidae,SCORPAENIFORMES
KVS,Heniochus singularius,CHAETODONTIDAE,PERCOIDEI
KVU,Doris pseudoargus,DORIDIDAE,NUDIBRANCHIA
KVV,Paralomis verrilli,Lithodidae,ANOMURA
KVX,Charonia spp.,Ranellidae,GASTROPODA
KWA,Kosswigichthys asquamatus,Cyprinodontidae,CYPRINODONTIFORMES
KWH,Austrofusus glans,Buccinidae,GASTROPODA
KWI,Hippoglossina bollmani,PARALICHTHYIDAE,PLEURONECTIFORMES
KWJ,Volutopsius norwegicus,BUCCINIDAE,GASTROPODA
KWM,Steromphala cineraria,TROCHIDAE,GASTROPODA
KWR,Hoplobrotula armata,OPHIDIIDAE,OPHIDIIFORMES
KWX,Crepidula spp.,Crepidulidae,GASTROPODA
KXA,Hydrolagus lusitanicus,CHIMAERIDAE,CHIMAERIFORMES
KXJ,Hyporhamphus australis,HEMIRAMPHIDAE,BELONIFORMES
KXP,Lyconus pinnatus,Merlucciidae,GADIFORMES
KXQ,Lageneschara lyrulata,Romancheinidae,BRYOZOA
KXU,Hyporhamphus dussumieri,HEMIRAMPHIDAE,BELONIFORMES
KXX,Crucibulum spp.,Crepidulidae,GASTROPODA
KYA,Kryptophanaron alfredi,Anomalopidae,BERYCIFORMES
KYB,Kyphosus bigibbus,Kyphosidae,PERCOIDEI
KYC,Kyphosus cinerascens,Kyphosidae,PERCOIDEI
KYE,Kyphosus elegans,Kyphosidae,PERCOIDEI
KYH,Kalyptatherina helodes,Telmatherinidae,ATHERINIFORMES
KYI,Kyphosus incisor,Kyphosidae,PERCOIDEI
KYJ,Katelysia japonica,Veneridae,BIVALVIA
KYL,Chiloscyllium burmensis,Hemiscylliidae,ORECTOLOBIFORMES
KYM,Katelysia marmorata,Veneridae,BIVALVIA
KYO,Crypthecodinium cohnii,Crypthecodiniaceae,DINOPHYCEAE
KYP,Kyphosus spp.,Kyphosidae,PERCOIDEI
KYS,Kyphosus sectatrix,Kyphosidae,PERCOIDEI
KYU,Condylactis aurantiaca,Actiniidae,ANTHOZOA
KYV,Kyphosus vaigiensis,Kyphosidae,PERCOIDEI
KYX,Kyphosidae,Kyphosidae,PERCOIDEI
KYY,Clypeomorus batillariaeformis,Cerithiidae,GASTROPODA
KYZ,Hyporhamphus melanochir,HEMIRAMPHIDAE,BELONIFORMES
KZA,Athyonidium chilensis,Cucumariidae,HOLOTHUROIDEA
KZC,Lepidopsetta polyxystra,Pleuronectidae,PLEURONECTIFORMES
KZG,Neobythites stefanovi,Ophidiidae,OPHIDIIFORMES
KZH,Neobythites steatiticus,Ophidiidae,OPHIDIIFORMES
KZI,Nemipterus zysron,Nemipteridae,PERCOIDEI
KZJ,Nemipterus bipunctatus,Nemipteridae,PERCOIDEI
KZK,Equulites elongatus,Leiognathidae,PERCOIDEI
KZL,Nuchequula gerreoides,Leiognathidae,PERCOIDEI
KZM,Leiognathus lineolatus,Leiognathidae,PERCOIDEI
KZN,Leiognathus brevirostris,Leiognathidae,PERCOIDEI
KZO,Lamnostoma orientalis,Ophichthidae,ANGUILLIFORMES
KZP,Lagocephalus spadiceus,Tetraodontidae,TETRAODONTIFORMES
KZQ,Lagocephalus inermis,Tetraodontidae,TETRAODONTIFORMES
KZR,Laeops guentheri,Bothidae,PLEURONECTIFORMES
KZS,Mugil bananensis,Mugilidae,MUGILIFORMES
KZT,Laemonema yarrelli,Moridae,GADIFORMES
KZU,Labidiaster annulatus,Labidiasteridae,ASTEROIDEA
KZV,Lithosoma novaezelandiae,Goniasteridae,ASTEROIDEA
KZW,Liza grandisquamis,Mugilidae,MUGILIFORMES
KZX,Laevicardium spp.,Cardiidae,BIVALVIA
KZY,Liza falcipinnis,Mugilidae,MUGILIFORMES
KZZ,Lophiodes kempi,Lophiidae,LOPHIIFORMES
LAA,Pleoticus muelleri,Solenoceridae,NATANTIA
LAB,Lasiancistrus brevispinis,Loricariidae,SILURIFORMES
LAC,Lampanyctus achirus,Myctophidae,MYCTOPHIFORMES
LAD,Elops saurus,Elopidae,ELOPIFORMES
LAE,Geotria australis,Geotriidae,PETROMYZONTIFORMES
LAF,Eudontomyzon mariae,Petromyzontidae,PETROMYZONTIFORMES
LAG,Lampris guttatus,Lampridae,LAMPRIFORMES
LAH,Laminaria hyperborea,Laminariaceae,PHAEOPHYCEAE
LAI,Lampris immaculatus,Lampridae,LAMPRIFORMES
LAJ,Callanthias japonicus,Callanthiidae,PERCOIDEI
LAK,Mordacia mordax,Mordaciidae,PETROMYZONTIFORMES
LAL,Lagochila lacera,Catostomidae,CYPRINIFORMES
LAN,Lampanyctodes hectoris,Myctophidae,MYCTOPHIFORMES
LAO,Entosphenus tridentatus,Petromyzontidae,PETROMYZONTIFORMES
LAP,Lampris spp.,Lampridae,LAMPRIFORMES
LAQ,Chlamys squamata,Pectinidae,BIVALVIA
LAR,Lampetra fluviatilis,Petromyzontidae,PETROMYZONTIFORMES
LAS,Petromyzontidae,Petromyzontidae,PETROMYZONTIFORMES
LAT,Salvelinus namaycush,Salmonidae,SALMONIFORMES
LAU,Petromyzon marinus,Petromyzontidae,PETROMYZONTIFORMES
LAV,Labracoglossa argentiventris,Kyphosidae,PERCOIDEI
LAW,Caspiomyzon wagneri,Petromyzontidae,PETROMYZONTIFORMES
LAX,Notoscopelus spp.,Myctophidae,MYCTOPHIFORMES
LAY,Ichthyomyzon unicuspis,Petromyzontidae,PETROMYZONTIFORMES
LAZ,Laminariaceae,Laminariaceae,PHAEOPHYCEAE
LBA,Homarus americanus,Nephropidae,REPTANTIA
LBB,Labeo bata,Cyprinidae,CYPRINIFORMES
LBC,Jasus lalandii,Palinuridae,REPTANTIA
LBD,Labeo dero,Cyprinidae,CYPRINIFORMES
LBE,Homarus gammarus,Nephropidae,REPTANTIA
LBF,Labeo fimbriatus,Cyprinidae,CYPRINIFORMES
LBG,Labeo angra,Cyprinidae,CYPRINIFORMES
LBH,Labeo dyocheilus,Cyprinidae,CYPRINIFORMES
LBI,Labeo gonius,Cyprinidae,CYPRINIFORMES
LBJ,Labeo kontius,Cyprinidae,CYPRINIFORMES
LBK,Labeo forskalii,Cyprinidae,CYPRINIFORMES
LBL,Labeo darlingi,Cyprinidae,CYPRINIFORMES
LBM,Labeo dussumieri,Cyprinidae,CYPRINIFORMES
LBN,Labeo fuelleborni,Cyprinidae,CYPRINIFORMES
LBO,Labeo boga,Cyprinidae,CYPRINIFORMES
LBP,Labeo capensis,Cyprinidae,CYPRINIFORMES
LBQ,Labeo horie,Cyprinidae,CYPRINIFORMES
LBR,Gymnocranius spp.,Lethrinidae,PERCOIDEI
LBS,Homarus spp.,Nephropidae,REPTANTIA
LBT,Jasus tristani,Palinuridae,REPTANTIA
LBU,Labeo coubie,Cyprinidae,CYPRINIFORMES
LBV,Labeo altivelis,Cyprinidae,CYPRINIFORMES
LBW,Lethrinus borbonicus,Lethrinidae,PERCOIDEI
LBX,Lubricogobius exiguus,Gobiidae,GOBIOIDEI
LBY,Labeo cylindricus,Cyprinidae,CYPRINIFORMES
LBZ,Labeo ariza,Cyprinidae,CYPRINIFORMES
LCA,Copella arnoldi,Lebiasinidae,CHARACIFORMES
LCB,Labeo calbasu,Cyprinidae,CYPRINIFORMES
LCC,Loricaria cataphracta,Loricariidae,SILURIFORMES
LCD,Lycodes adolfi,Zoarcidae,ZOARCOIDEI
LCE,Leiocassis siamensis,Bagridae,SILURIFORMES
LCF,Labracinus cyclophthalmus,Pseudochromidae,PERCOIDEI
LCG,Lycodonus flagellicauda,Zoarcidae,ZOARCOIDEI
LCH,Leiocottus hirundo,Cottidae,SCORPAENIFORMES
LCI,Longiculter siahi,Cyprinidae,CYPRINIFORMES
LCJ,Lycogrammoides schmidti,Zoarcidae,ZOARCOIDEI
LCK,Luciosoma bleekeri,Cyprinidae,CYPRINIFORMES
LCL,Loricariichthys labialis,Loricariidae,SILURIFORMES
LCM,Ciliata mustela,Gadidae,GADIFORMES
LCN,Lycodichthys antarcticus,Zoarcidae,ZOARCOIDEI
LCO,Lobocheilos bo,Cyprinidae,CYPRINIFORMES
LCP,Lile piquitinga,Clupeidae,CLUPEIFORMES
LCQ,Leiognathus oblongus,Leiognathidae,PERCOIDEI
LCR,Leptocottus armatus,Cottidae,SCORPAENIFORMES
LCS,Lile stolifera,Clupeidae,CLUPEIFORMES
LCT,Lycodes reticulatus,Zoarcidae,ZOARCOIDEI
LCU,Laciris pelagicus,Poeciliidae,CYPRINODONTIFORMES
LCV,Leiognathus bindus,Leiognathidae,PERCOIDEI
LCW,Larus canus,Laridae,CHARADRIIFORMES
LCX,Lachnolaimus maximus,Labridae,PERCOIDEI
LCY,Liparis callyodon,Liparidae,SCORPAENIFORMES
LCZ,Leiognathus leuciscus,Leiognathidae,PERCOIDEI
LDA,Lestidiops affinis,Paralepididae,AULOPIFORMES
LDB,Lepidorhombus boscii,Scophthalmidae,PLEURONECTIFORMES
LDC,Lampadena chavesi,Myctophidae,MYCTOPHIFORMES
LDD,Lithodoras dorsalis,Doradidae,SILURIFORMES
LDE,Lepidorhynchus denticulatus,Macrouridae,GADIFORMES
LDF,Lepidoblepharon ophthalmolepis,Citharidae,PLEURONECTIFORMES
LDG,Ladigesocypris ghigii,Cyprinidae,CYPRINIFORMES
LDH,Laides hexanema,Schilbeidae,SILURIFORMES
LDI,Lestrolepis intermedia,Paralepididae,AULOPIFORMES
LDJ,Aplodactylus etheridgii,Aplodactylidae,PERCOIDEI
LDK,Paralichthodes algoensis,Pleuronectidae,PLEURONECTIFORMES
LDL,Lestidium atlanticum,Paralepididae,AULOPIFORMES
LDM,Lepidotrigla microptera,Triglidae,SCORPAENIFORMES
LDN,Lepidotrigla vanessa,Triglidae,SCORPAENIFORMES
LDO,Larus dominicanus,Laridae,CHARADRIIFORMES
LDP,Lepidoperca pulchella,Serranidae,PERCOIDEI
LDQ,Lauridromia dehaani,Dromiidae,BRACHYURA
LDR,Lepidotrigla carolae,Triglidae,SCORPAENIFORMES
LDS,Lampadena speculigera,Myctophidae,MYCTOPHIFORMES
LDT,Ladislavia taczanowskii,Cyprinidae,CYPRINIFORMES
LDU,Lampadena urophaos,Myctophidae,MYCTOPHIFORMES
LDV,Lepidotrigla cavillone,Triglidae,SCORPAENIFORMES
LDW,Lutjanus adetii,Lutjanidae,PERCOIDEI
LDX,Patelloida saccharina,Lottiidae,GASTROPODA
LDY,Lepidotrigla brachyoptera,Triglidae,SCORPAENIFORMES
LDZ,Patelloida striata,Lottiidae,GASTROPODA
LEB,Cybiosarda elegans,Scombridae,SCOMBROIDEI
LEC,Lepidocybium flavobrunneum,Gempylidae,SCOMBROIDEI
LED,Lepidocephalus annandalei,Cobitidae,CYPRINIFORMES
LEE,Lichia amia,Carangidae,PERCOIDEI
LEF,Bothidae,Bothidae,PLEURONECTIFORMES
LEG,Lepidocephalichthys guntea,Cobitidae,CYPRINIFORMES
LEH,Lefua echigonia,Balitoridae,CYPRINIFORMES
LEI,Lepidocephalichthys thermalis,Cobitidae,CYPRINIFORMES
LEJ,Lepomis gibbosus,Centrarchidae,PERCOIDEI
LEK,Eumecichthys fiski,Lophotidae,LAMPRIFORMES
LEL,Letholycus magellanicus,Zoarcidae,ZOARCOIDEI
LEM,Microstomus kitt,Pleuronectidae,PLEURONECTIFORMES
LEN,Lethrinus microdon,Lethrinidae,PERCOIDEI
LEP,Lepidotrigla dieuzeidei,Triglidae,SCORPAENIFORMES
LEQ,Lepas pectinata,Lepadidae,THORACICA
LER,Lepipterus francisci,Sciaenidae,PERCOIDEI
LES,Triakis semifasciata,Triakidae,CARCHARHINIFORMES
LET,Atractosteus tristoechus,Lepisosteidae,LEPISOSTEIFORMES
LEU,Leptobotia curta,Cobitidae,CYPRINIFORMES
LEV,Lepidion spp.,Moridae,GADIFORMES
LEW,Leuciscus spp.,Cyprinidae,CYPRINIFORMES
LEY,Leptoscopus macropygus,Leptoscopidae,TRACHINOIDEI
LEZ,Lepidorhombus spp.,Scophthalmidae,PLEURONECTIFORMES
LFA,Lappanella fasciata,Labridae,PERCOIDEI
LFB,Lophichthys boschmai,Lophichthyidae,LOPHIIFORMES
LFC,Lophodiodon calori,Diodontidae,TETRAODONTIFORMES
LFD,Lipophrys adriaticus,Blenniidae,OTHER PERCIFORMES
LFE,Labeotropheus fuelleborni,Cichlidae,PERCOIDEI
LFF,Lithophaga lithophaga,Mytilidae,BIVALVIA
LFG,Lophonectes gallus,Bothidae,PLEURONECTIFORMES
LFH,Lagocephalus guentheri,Tetraodontidae,TETRAODONTIFORMES
LFI,Lopha cristagalli,Ostreidae,BIVALVIA
LFJ,Lophiotoma indica,Turridae,GASTROPODA
LFK,Lampsis fasciola,Unionidae,BIVALVIA
LFL,Lagocephalus laevigatus,Tetraodontidae,TETRAODONTIFORMES
LFM,Laiphognathus multimaculatus,Blenniidae,OTHER PERCIFORMES
LFN,Lithophaga attenuata,Mytilidae,BIVALVIA
LFO,Lobophyllia corymbosa,Mussidae,ANTHOZOA
LFP,Luciocephalus pulcher,Luciocephalidae,STROMATEOIDEI, ANABANTOIDEI
LFQ,Lactophrys triqueter,Ostraciidae,TETRAODONTIFORMES
LFR,Lophogobius bleekeri,Gobiidae,GOBIOIDEI
LFS,Lithophaga teres,Mytilidae,BIVALVIA
LFT,Lactophrys trigonus,Ostraciidae,TETRAODONTIFORMES
LFU,Liopropoma africanum,Serranidae,PERCOIDEI
LFV,Lepisosteus platyrhincus,Lepisosteidae,LEPISOSTEIFORMES
LFW,Lagocephalus wheeleri,Tetraodontidae,TETRAODONTIFORMES
LFX,Lagocephalus spp.,Tetraodontidae,TETRAODONTIFORMES
LFY,Placiphorella pacifica,Mopaliidae,POLYPLACOPHORA
LFZ,Lagocephalus sceleratus,Tetraodontidae,TETRAODONTIFORMES
LGA,Leiognathus daura,Leiognathidae,PERCOIDEI
LGB,Leptoglanis bouilloni,Amphiliidae,SILURIFORMES
LGC,Clariger cosmurus,Gobiidae,GOBIOIDEI
LGD,Leptagonus decagonus,Agonidae,SCORPAENIFORMES
LGE,Leiognathus equulus,Leiognathidae,PERCOIDEI
LGF,Lipogramma flavescens,Grammatidae,PERCOIDEI
LGG,Plagiopsetta glossa,Samaridae,PLEURONECTIFORMES
LGH,Lagocephalus lagocephalus,Tetraodontidae,TETRAODONTIFORMES
LGI,Liobagrus reinii,Amblycipitidae,SILURIFORMES
LGK,Plectroglyphidodon dickii,Pomacentridae,PERCOIDEI
LGL,Leiognathus blochii,Leiognathidae,PERCOIDEI
LGM,Lagusia micracanthus,Terapontidae,PERCOIDEI
LGN,Plagioscion surinamensis,Sciaenidae,PERCOIDEI
LGO,Lagodon rhomboides,Sparidae,PERCOIDEI
LGP,Leiognathus splendens,Leiognathidae,PERCOIDEI
LGQ,Plagioscion squamosissimus,Sciaenidae,PERCOIDEI
LGR,Ladigesia roloffi,Alestidae,CHARACIFORMES
LGS,Aurigequula fasciata,Leiognathidae,PERCOIDEI
LGT,Plagioscion auratus,Sciaenidae,PERCOIDEI
LGU,Leiognathus dussumieri,Leiognathidae,PERCOIDEI
LGV,Lithogenes villosus,Loricariidae,SILURIFORMES
LGW,Haliotis ovina,Haliotidae,GASTROPODA
LGX,Haliotis glabra,Haliotidae,GASTROPODA
LGY,Iridaea spp.,Gigartinaceae,RHODOPHYCEAE
LGZ,Plagiotremus azaleus,Blenniidae,OTHER PERCIFORMES
LHA,Lophodolos acanthognathus,Oneirodidae,LOPHIIFORMES
LHB,Lethrinus rubrioperculatus,Lethrinidae,PERCOIDEI
LHC,Callichthys callichthys,Callichthyidae,SILURIFORMES
LHD,Lithophyllum lichenoides,Corallinaceae,RHODOPHYCEAE
LHE,Labidochromis caeruleus,Cichlidae,PERCOIDEI
LHF,Lachneratus phasmaticus,Apogonidae,PERCOIDEI
LHG,Lepidophanes gaussi,Myctophidae,MYCTOPHIFORMES
LHH,Scartelaos histophorus,Gobiidae,GOBIOIDEI
LHI,Lethrinus miniatus,Lethrinidae,PERCOIDEI
LHJ,Lobochilotes labiatus,Cichlidae,PERCOIDEI
LHK,Palaemon hancocki,Palaemonidae,NATANTIA
LHL,Lophiocharon lithinostomus,Antennariidae,LOPHIIFORMES
LHM,Lobophyllia hemprichii,Mussidae,ANTHOZOA
LHN,Lethrinus nebulosus,Lethrinidae,PERCOIDEI
LHO,Lethrinus olivaceus,Lethrinidae,PERCOIDEI
